"SKU","CostoProm","UltimoCosto","CostoMercadoLibre"
"SETCOGTON-VE","0","2412","2412"
"SETPABR3","0","5220","5220"
"SETPABR5","0","7594","7594"
"DR-234-BL","0","4490","4490"
"DR-234-BR","0","4490","4490"
"DR-234-RE","0","4490","4490"
"DR-234-PIN","0","5602","5602"
"DR-234-GR","0","4490","4490"
"VAPORCE12","0","6177","6177"
"DR-568","0","8940","8940"
"DR-662","0","23990","23990"
"VAPORCE30-AND","21811","21811","21811"
"VAPORCE30-FL","21811","21811","21811"
"VAPORCE30-LA","0","21811","21811"
"VAPORCE30-MAR","0","21818","21818"
"SOBCOSH15","0","12064","12064"
"SOBCOSH20","0","9674","9674"
"SOBCOSH25","0","15837","15837"
"TENRODPRO","0","15136","15136"
"TERVENVER","0","8267","8267"
"TETAI40IR","0","11418","11418"
"TETAI3ATC-MOR","0","8926","8926"
"TETAI3ATC","0","7700","7700"
"TETAI3ATC-SAL","0","8926","8926"
"TETAI30IR","0","6500","6500"
"TETAI25AT","0","3500","3500"
"DR-486-COB","0","2979","2979"
"DR-486-PLA","0","3474","3474"
"DR-486-RED","0","3551","3551"
"DR-486-GREE","0","2979","2979"
"TETE8DIAC","0","2563","2563"
"TETE8DICO","0","2841","2841"
"TETAI30MA","0","6960","6960"
"DR-773","0","3180","3180"
"SARTIPACK","0","7900","7900"
"SARTIPACK-TUR","0","7900","7900"
"VAPOR12AD","6498","6498","6498"
"VAPOR12AM","6498","6498","6498"
"VAPOR12EV","6498","6498","6498"
"VAPOR12SO","6498","6498","6498"
"VAPOR20AG","14220","14220","14220"
"VAPOR20LU","14220","14220","14220"
"VAPORCE20","0","16130","16130"
"DR-630","0","0","0"
"DR-66","0","8440","8440"
"DR-232","0","5382","5382"
"DR-61","0","4719","4719"
"DR-64","0","7246","7246"
"DR-978","0","7110","7110"
"DR-403-RE","0","8494","8494"
"DR-403-TU","0","12150","12150"
"2020191305-BK","0","40663","40663"
"2020191307-BK","0","3905","3905"
"38102024-RE","0","2494","2494"
"38102024-GR","0","2494","2494"
"20202817-BL","0","13984","13984"
"KS-54-CER","0","1160","1160"
"KS-54-CHO","0","832","832"
"KS-54-COC","0","832","832"
"KS-54-LIM","0","832","832"
"KS-54-MAN","0","832","832"
"KS-54-MVA","0","832","832"
"KS-54-VAI","0","832","832"
"FRU7002013","0","832","832"
"2019032000016","1000","1000","1000"
"2019032000030","2000","2000","2000"
"66845499853333","2941","2941","2941"
"20200117-AZ","0","590","590"
"111111111111-1","0","10000","10000"
"TH-1215","0","16798","16798"
"TH-2540I","0","25540","25540"
"TH-2660i","0","38313","38313"
"FA-312-BLA","0","13596","13596"
"FA-1959","0","9051","9051"
"FA-1960-RED","0","16352","16352"
"FA-1792-CRI","0","13608","13608"
"FA-1793-CRIS","16634","16634","16634"
"FA-1951-AL","0","8660","8660"
"FA-317-PUR","0","10485","10485"
"FA-317-GRE","0","10485","10485"
"FA-330-BLU","0","4724","4724"
"FA-330-GRE","0","4724","4724"
"FA-1963-RED","0","23041","23041"
"FA-1964-ALU","0","22974","22974"
"FA-1949","0","43078","43078"
"FA-316-PUR","0","6595","6595"
"FA-316-GREE","0","0","0"
"823712","0","21642","21642"
"823711","0","18775","18775"
"FA-1972-BK","0","4447","4447"
"FA-1969","0","4091","4091"
"FA-1971-BK","0","5029","5029"
"FA-1970-BLU","0","4592","4592"
"FA-1970-GRE","0","4592","4592"
"FA-1789-BLU","0","12800","12800"
"FA-310","0","3500","3500"
"FA-1966-RED","0","10356","10356"
"FA-1967-RED","0","11311","11311"
"KH-677","0","0","0"
"KH-678","0","0","0"
"KH-753","0","0","0"
"KH-748","0","0","0"
"KH-680","0","0","0"
"KH-676","0","0","0"
"KH-751","0","0","0"
"KH-750","0","0","0"
"KH-749","0","0","0"
"KH-679","0","0","0"
"KH-752","0","3100","3100"
"KH-686","0","0","0"
"KH-710","0","0","0"
"060030102001","4380","4380","4380"
"KH-745","0","0","0"
"060030102005","3854","3854","3854"
"KH-687","3200","3200","3200"
"KH-688","0","0","0"
"KH-683","4380","4380","4380"
"KH-1922","4380","4380","4380"
"060030102007","3854","3854","3854"
"KH-744","0","0","0"
"KH-697","0","0","0"
"KH-708","0","3700","3700"
"060030103001","4930","4930","4930"
"060030103004","4930","4930","4930"
"00030103002","4930","4930","4930"
"KH-1853","4930","4930","4930"
"KH-1921","0","0","0"
"KH-742","0","0","0"
"KH-824","0","0","0"
"KH-699","5640","5640","5640"
"KH-702","0","0","0"
"KH-703","0","0","0"
"060030104004","5640","5640","5640"
"KH-700","5640","5640","5640"
"KH-706","0","0","0"
"KH-134","0","0","0"
"KH-705","0","0","0"
"FB-1443","0","0","0"
"FB-1444","0","0","0"
"FB-1441","0","0","0"
"FB-EX4355","0","9800","9800"
"FB-1293","0","7970","7970"
"FB-1442","0","1","1"
"29022024","0","7500","7500"
"70921707173673","0","7212","7212"
"FB-1440","0","16489","16489"
"FB-1781","0","1000","1000"
"FB-1446","0","1","1"
"KH-001","1990","1990","1990"
"00001288","7000","7000","7000"
"19497-MAT","0","16964","16964"
"20201030-WH","0","879","879"
"22937-MAT","0","18176","18176"
"22871-MAT","0","16964","16964"
"FS-60W","0","23720","23720"
"PIVN510773_CG","0","0","0"
"PIVN510774_CG","0","0","0"
"74170841868552","5033","5033","5033"
"TH-AF60Mi","0","70246","70246"
"TH-AF70Di","0","63859","63859"
"F27102024-WH","0","4738","4738"
"F27102024-WHGY","0","4738","4738"
"F28102024-FLO","0","1176","1176"
"F28102024-FLE","0","1176","1176"
"F28102024-FLS","0","1176","1176"
"F28102024-FLB","0","1176","1176"
"F28102024-GMP","0","1176","1176"
"F28102024-GTS","0","1176","1176"
"F28102024-GRT","0","1176","1176"
"F28102024-LNS","0","1176","1176"
"F28102024-MJR","0","1176","1176"
"F28102024-OJO","0","1176","1176"
"F28102024-PTS","0","1176","1176"
"F28102024-RYS","0","1176","1176"
"F28102024-SLT","0","1176","1176"
"F28102024-PRN","0","1176","1176"
"F28102024-SOL","0","1176","1176"
"F28102024-TZA","0","1176","1176"
"F30102024-BLOC","0","1128","1128"
"F30102024-CCTS","0","1128","1128"
"F30102024-CIPA","0","1128","1128"
"F30102024-FLRT","0","1128","1128"
"F30102024-FORO","0","1128","1128"
"F30102024-FOHO","0","1128","1128"
"F30102024-FOGE","0","1128","1128"
"F30102024-HOBE","0","1128","1128"
"F30102024-HOMU","0","1128","1128"
"F30102024-HORO","0","1128","1128"
"F30102024-JUNG","0","1128","1128"
"F30102024-LORO","0","1128","1128"
"F30102024-MMIN","0","1128","1128"
"F30102024-MAOJ","0","1128","1128"
"F30102024-MAOK","0","1128","1128"
"F30102024-MARO","0","1128","1128"
"F30102024-MEMI","0","1128","1128"
"F30102024-MZEN","0","1128","1128"
"F30102024-PARO","0","1128","1128"
"F30102024-RABK","0","1128","1128"
"F30102024-SLVA","0","1128","1128"
"F30102024-SLMU","0","1128","1128"
"F30102024-SLBK","0","1128","1128"
"F30102024-TEBL","0","1128","1128"
"F30102024-VEAT","0","1128","1128"
"F29102024-AYNL","0","1069","1069"
"F29102024-BOCA","0","1069","1069"
"F29102024-WHBK","0","1069","1069"
"F29102024-DGMT","0","1069","1069"
"F29102024-DPIN","0","1069","1069"
"F29102024-DREA","0","1069","1069"
"F29102024-GEOP","0","1069","1069"
"F29102024-JADE","0","1069","1069"
"F29102024-LUN","0","1069","1069"
"F29102024-MABS","0","1069","1069"
"F29102024-MPIN","0","1069","1069"
"F29102024-MONT","0","1069","1069"
"F29102024-OGLA","0","1069","1069"
"F29102024-PRIS","0","1069","1069"
"F29102024-PTTS","0","1069","1069"
"F29102024-PIGL","0","1069","1069"
"F34102024","0","1069","1069"
"F35102024-ESTR","0","1069","1069"
"F35102024-MECH","0","1069","1069"
"F35102024-PASC","0","1069","1069"
"F35102024-RENO","0","1069","1069"
"2020191321-BK","0","5148","5148"
"2020191321-BL","0","6997","6997"
"2020191321-GR","0","5148","5148"
"2020191321-LB","0","6997","6997"
"2020191321-PU","0","5148","5148"
"2020191312-BW","0","1611","1611"
"76537360756536","990","990","990"
"00001825","0","22178","22178"
"1817","0","12094","12094"
"0001821","0","20161","20161"
"00001725","0","8773","8773"
"6769-MAT","0","3294","3294"
"21949-MAT","0","2094","2094"
"12092022","16806","16806","16806"
"71527365467953","0","25000","25000"
"71527366501175","25000","25000","25000"
"71527367419196","25000","25000","25000"
"1601241655229","0","1887","1887"
"20202819-AZ","0","5149","5149"
"20202819-RE","0","5149","5149"
"TH-6505RT","0","23624","23624"
"TH-4205","0","5742","5742"
"TH-4350","0","0","0"
"TH-4340N","0","10851","10851"
"TH-4800","0","15960","15960"
"TH-5525C","0","36990","36990"
"TH-6250B","22347","22347","22347"
"2020191315-SI","8868","8868","8868"
"TH-26R","0","45875","45875"
"TH-25N01","0","35287","35287"
"TH-62i","0","0","0"
"TH-16N01","0","28228","28228"
"TH-48N","63522","63522","63522"
"22863-MAT","0","16958","16958"
"21981-MAT","0","18176","18176"
"20238-MAT","0","15145","15145"
"19122-MAT","0","10903","10903"
"20200908-DBR","0","14661","14661"
"20200908-LBR","0","14661","14661"
"20191275-BK","0","6463","6463"
"20191275-BL","0","0","0"
"20191275-WH","0","6463","6463"
"20200103-VE","0","3480","3480"
"ID-1453","0","30015","30015"
"ID-1510","0","39675","39675"
"ID-1454","0","36625","36625"
"ID-1797","23315","23315","23315"
"ASHMAG15020DG","0","15000","15000"
"ASHMAG15020GR","0","15000","15000"
"ASND2150200TQ","0","15000","15000"
"ASND2150200GR","0","15000","15000"
"ASND3150200RJ","0","15000","15000"
"ASND2150200CM","0","15000","15000"
"ASND2150200RJ","0","15000","15000"
"ID-284","0","4328","4328"
"ID-282","0","4328","4328"
"ID-1452","0","4033","4033"
"APBI067X30ROJ","0","4328","4328"
"ID-468","0","7990","7990"
"ID-1981","0","9900","9900"
"ID-1982","0","11900","11900"
"ID-1983","0","12900","12900"
"TXSBPL22AL15P","0","6500","6500"
"TXSBPL22AM15P","0","6500","6500"
"TXSBPL22CA15P","0","6500","6500"
"TXSBPL22HE15P","0","6500","6500"
"TXSBPL22HO15P","0","6500","6500"
"TXSBPL22AM20P","0","7750","7750"
"TXSBPL22CA20P","0","7750","7750"
"MJESV JPCAN30P","0","22000","22000"
"MJESVJPCFL30P","0","22000","22000"
"MJESVJPCNI30P","0","22000","22000"
"ID-1855","0","0","0"
"4222KW","170","170","170"
"AZ-P","0","7066","7066"
"BL-P","0","7066","7066"
"2022033019-GR","0","905","905"
"KH-50020101006","8350","8350","8350"
"KH-50020101001","0","9450","9450"
"KH-50020101005","7348","7348","7348"
"KH-50020101004","0","9500","9500"
"KH-50020101002","8350","8350","8350"
"KH-50020101134","8350","8350","8350"
"KH-50020101007","7348","7348","7348"
"KH-50020101003","7348","7348","7348"
"KH-50020102006","0","8950","8950"
"KH-50020102001","8950","8950","8950"
"KH-50020102005","0","10250","10250"
"KH-50020102004","0","10250","10250"
"KH-50020102002","0","9200","9200"
"KH-50020102012","0","8950","8950"
"KH-50020102007","0","7876","7876"
"KH-50020102003","7876","7876","7876"
"KH-50020103006","11695","11695","11695"
"KH-50020103001","0","13720","13720"
"KH-50020103005","10270","10270","10270"
"KH-50020103004","0","13500","13500"
"KH-50020103002","0","12100","12100"
"KH-50020103012","0","13500","13500"
"KH-50020103007","10270","10270","10270"
"KH-50020103003","10270","10270","10270"
"KH-50020104006","13290","13290","13290"
"KH-50020104001","13290","13290","13290"
"KH-50020104005","0","15400","15400"
"KH-50020104004","13290","13290","13290"
"KH-50020104002","13290","13290","13290"
"70497871116242","0","15400","15400"
"KH-50020104007","0","15400","15400"
"KH-50020104003","11695","11695","11695"
"22102250492","0","8403","8403"
"22102250892","0","8403","8403"
"22102251692","0","8403","8403"
"KH-0010","0","0","0"
"22102252192","0","8403","8403"
"KH-010056647072","2300","2300","2300"
"980040107090","8500","8500","8500"
"KH-0012","0","2480","2480"
"DK0047123011","2950","2950","2950"
"010042808011","0","1890","1890"
"KH-0013","0","0","0"
"DK1224007004","0","2900","2900"
"DK0090103153","7050","7050","7050"
"DK0030103013","9400","9400","9400"
"DK1180101011","0","5100","5100"
"DK1180102011","5500","5500","5500"
"DK0080903131","0","5950","5950"
"0212406021","0","4950","4950"
"0212406031","6580","6580","6580"
"DK1250102001","9196","9196","9196"
"DK1250101001","0","8455","8455"
"DK1250103001","0","11495","11495"
"DK1250104001","0","13405","13405"
"DK1230102001","0","6792","6792"
"DK1230101001","0","6355","6355"
"DK1230103001","0","8312","8312"
"DK1230104001","0","9975","9975"
"DK12601030006","9900","9900","9900"
"DK1260103004","9900","9900","9900"
"DK1260103134","9900","9900","9900"
"76659146111784","0","8000","8000"
"030347402212","3700","3700","3700"
"030347402211","0","3700","3700"
"030347402213","3700","3700","3700"
"030347402214","3700","3700","3700"
"030347503212","0","4700","4700"
"030347503213","4700","4700","4700"
"030347503214","4700","4700","4700"
"KH0320302006","4590","4590","4590"
"KH0320302004","4590","4590","4590"
"KH0320302134","4590","4590","4590"
"KH0320302133","4590","4590","4590"
"KH0320302210","4590","4590","4590"
"KH0320302033","4590","4590","4590"
"KH03203030006","5860","5860","5860"
"KH0320303004","5860","5860","5860"
"KH0320303134","0","5860","5860"
"KH0320303133","0","5860","5860"
"KH0320303210","5860","5860","5860"
"KH0320303033","5860","5860","5860"
"KH0320304006","0","6580","6580"
"KH0320304004","6580","6580","6580"
"KH0320304134","6580","6580","6580"
"KH0320304133","6580","6580","6580"
"KH0320304033","6580","6580","6580"
"DK0144007011","0","4200","4200"
"KH-0026-WH","5600","5600","5600"
"KH-1330","0","14000","14000"
"240010603013-AZ","14000","14000","14000"
"KH-1330-AV","0","14000","14000"
"240010603013-CEL","14000","14000","14000"
"KH-1330-FA","0","14000","14000"
"KH-1330-FV","0","14000","14000"
"240010603013-GR","0","14000","14000"
"KH-1330-HG","0","14000","14000"
"KH-1330-MN","0","14000","14000"
"KH-1330-MC","0","14000","14000"
"240010603013-NAR","14000","14000","14000"
"240010603013-NL","0","14000","14000"
"KH-1330-PA","0","14000","14000"
"KH-1330-RD","0","14000","14000"
"75865161065716","0","4500","4500"
"010020802013","11450","11450","11450"
"KH-010020803013","0","13950","13950"
"DK0630802013","0","7452","7452"
"DK0010804153","8000","8000","8000"
"77626785054069","14900","14900","14900"
"77626759530860","17900","17900","17900"
"DK0110103013-AZ","17900","17900","17900"
"DK0110103013-CE","0","17900","17900"
"DK0110103013-GR","0","17900","17900"
"DK0110103013-NA","17900","17900","17900"
"DK0110103013-NE","17900","17900","17900"
"DK0110103013-RO","0","17900","17900"
"7082","0","2040","2040"
"BF248PA","0","34200","34200"
"BF248PR","0","34200","34200"
"KW-AL0908B","0","49000","49000"
"BGEU-5545","20500","20500","20500"
"KWBERRIES","0","49150","49150"
"FCH-1007","0","47000","47000"
"FAG-1007","0","47000","47000"
"KWBR5-FR","0","24580","24580"
"KWBR5-SK","0","21850","21850"
"CHELSEA-MC","0","47000","47000"
"B1303A50AM","4910","4910","4910"
"SG-6206","0","5800","5800"
"BG-31720CP","0","5850","5850"
"SG-3509","0","8800","8800"
"BG38313GYK","0","6000","6000"
"BG38245GYK","0","10160","10160"
"BG38244GYK","8310","8310","8310"
"BGIC-1603","0","6000","6000"
"IQ1050RC","0","2000","2000"
"IQ370RC","0","1320","1320"
"IQ301SQ","0","6250","6250"
"IQ301RC","0","7290","7290"
"IQ640RC","2560","2560","2560"
"7513","0","2400","2400"
"BG-4066-KW","0","580","580"
"BG-39181WH","0","1750","1750"
"1700843","0","8840","8840"
"1793220","2726","2726","2726"
"1793221","3272","3272","3272"
"BG8520MBGK","0","7790","7790"
"SG-6113-KW","0","10900","10900"
"9550134","0","2790","2790"
"9569715","3910","3910","3910"
"4220KW","170","170","170"
"4221kw","170","170","170"
"1700887","0","3220","3220"
"1702251","0","3840","3840"
"1718397","0","4890","4890"
"553604","0","6600","6600"
"550986","0","5800","5800"
"CM-290SD","0","7600","7600"
"OD-MINI14","0","1750","1750"
"827287","4990","4990","4990"
"BG-37045GY","0","2940","2940"
"SE-067","0","2010","2010"
"DF2001-TL6","0","3020","3020"
"DF1547-OB","0","4800","4800"
"DF1547-MB","0","4800","4800"
"DF1547-RG","0","3830","3830"
"BF1624B-B","0","13960","13960"
"BF1624B-R","0","13960","13960"
"BF1224B-CH","0","14160","14160"
"BF1224B-MI","0","14160","14160"
"1221264","0","3250","3250"
"1794709","0","810","810"
"1801192","0","1460","1460"
"KWG-03-S","0","1550","1550"
"JY520SQ","0","990","990"
"JY800SQ","0","1250","1250"
"JY640RC","1360","1360","1360"
"RB-3202","0","6600","6600"
"UK-9401","0","580","580"
"UK-9402","0","580","580"
"BF2418BRS","0","2340","2340"
"BGEU-4288","5300","5300","5300"
"SG-6371","0","3480","3480"
"SG-6202","0","2900","2900"
"FRYBR24SK","6280","6280","6280"
"FRYSH28MI","8460","8460","8460"
"BF2420B-R","0","4930","4930"
"BF2424B-B","0","6520","6520"
"CER-2220BE","0","5290","5290"
"CER-2220RD","0","6080","6080"
"CER-2224BE","0","7550","7550"
"CER-2224RD","0","7550","7550"
"CER-2228BE","0","9050","9050"
"CER-2228RD","9050","9050","9050"
"SG-6920","0","5800","5800"
"SG-6921","0","5750","5750"
"BF2428B-CH","0","5880","5880"
"BS-701","0","1580","1580"
"BS-706","0","2110","2110"
"014SR-1AB","0","8820","8820"
"BA-9892","0","2580","2580"
"BA-9890","0","2290","2290"
"831238","0","7000","7000"
"BG-39170MM","0","2900","2900"
"1717746","0","2180","2180"
"017SR-1AB","0","1470","1470"
"1719993","0","5490","5490"
"825039","0","5250","5250"
"825022","6300","6300","6300"
"825008","0","6300","6300"
"1720024","0","3290","3290"
"1721268","0","3560","3560"
"BG-39263GR","0","4060","4060"
"3915-SET","0","5390","5390"
"76719530527072","6300","6300","6300"
"3011SET","0","5890","5890"
"GB2112SET","3440","3440","3440"
"GB208SET","2340","2340","2340"
"2393IN","0","4890","4890"
"1720432","0","3310","3310"
"1720434","0","5490","5490"
"1720662","0","3750","3750"
"1661-SET","0","4890","4890"
"1795425","3249","3249","3249"
"RB-2598-RD","2320","2320","2320"
"1713633","0","6990","6990"
"1721246","0","2510","2510"
"SM144","0","5640","5640"
"BG39862CP","0","5850","5850"
"BYS018008","0","15870","15870"
"1720032","0","7690","7690"
"1721247","0","2730","2730"
"BF52218B-AZU","0","9390","9390"
"BF52218B-RED","0","9390","9390"
"BF52218B-ROS","0","9390","9390"
"BF52218B-VE","0","9390","9390"
"3779IN","0","7500","7500"
"80317","0","5460","5460"
"CLN-15S","9280","9280","9280"
"TPP1900M","0","22920","22920"
"JADO-19R","0","9800","9800"
"CLN-15AQ","0","0","0"
"CLN-19AQ","0","10590","10590"
"CLN-30AQ","0","18520","18520"
"CLN-30SU","0","15750","15750"
"ZPL-22GR","0","32770","32770"
"JADO-19AS","9800","9800","9800"
"260900081","0","1480","1480"
"1719997","0","700","700"
"1708150","1300","1300","1300"
"MP075","0","14270","14270"
"JMF500","0","12180","12180"
"DF2110-MB","0","13610","13610"
"DF2110-RD","0","13610","13610"
"SK2010BK","0","0","0"
"SK2020BK","0","28450","28450"
"DF2110-GT","11600","11600","11600"
"LA18G","0","7690","7690"
"32-180-C7","0","11010","11010"
"32-100-C5","0","8890","8890"
"32-100-C6","0","7260","7260"
"32-100-C7","0","7260","7260"
"34-100-C5","0","10090","10090"
"LA-18AS","9700","9700","9700"
"186296","0","12450","12450"
"JR-T011","8190","8190","8190"
"JR-T005","0","6020","6020"
"JR-T012","0","9830","9830"
"GB550-1LV","7100","7100","7100"
"32-100-C3","0","8460","8460"
"SVM2307-G","0","13400","13400"
"SVM2307-W","0","13400","13400"
"SVM2303-IB","10920","10920","10920"
"SVM2303-RS","10920","10920","10920"
"SVM2303-A","0","10800","10800"
"SVM2303-Y","0","10800","10800"
"SVM2302-B","0","7640","7640"
"SVM2302-SN","0","7640","7640"
"302425","0","14700","14700"
"1722876","0","1090","1090"
"BF5228B-CH","0","8750","8750"
"2851","0","1940","1940"
"2022260903-CAT","0","4898","4898"
"2022260903-BEAR","0","4898","4898"
"2022260903-DOG","0","4898","4898"
"LD-1173-YEL","0","3168","3168"
"LD-1173-AZP","0","3168","3168"
"LD-1173-BEI","0","3168","3168"
"LD-1173-CEL","0","3168","3168"
"1TONLHS065349","0","2916","2916"
"1TONLHS065749","0","2916","2916"
"1TONLHS068549","0","2916","2916"
"LD-1181-AZP","0","7380","7380"
"1TONLHS03067E","0","7380","7380"
"LD-1181-BL","0","8919","8919"
"LD-1181-CO","0","8919","8919"
"1TONLOHS07157E","0","7380","7380"
"1TONLHS06537E","0","7380","7380"
"LD-1181-PAR","0","8919","8919"
"LD-1181-VEO","0","8919","8919"
"LD-2023-AZP","0","11916","11916"
"1TONLHS03069H","0","11916","11916"
"1TONLHS00009H","0","11916","11916"
"1TONLHS06119H","0","11916","11916"
"1TONLHS07159H","0","11916","11916"
"LD-2023-LI","0","12951","12951"
"1TONLHS06579H","0","11916","11916"
"1TONLHS06859H","0","11916","11916"
"LD-2023-VEO","0","12951","12951"
"LD-1149-AZU","0","2511","2511"
"LD-1149-BE","0","2727","2727"
"LD-1149-BL","0","2511","2511"
"LD-1149-CA","0","2727","2727"
"LD-1149-CE","0","3030","3030"
"LD-1149-FU","0","3030","3030"
"LD-1149-LI","0","3030","3030"
"070249","0","2511","2511"
"LD-1149-ME","0","3030","3030"
"LD-1149-MO","0","3030","3030"
"LD-1149-NE","0","2511","2511"
"1TONLOM071449","0","2511","2511"
"LD-1149-PARO","0","2511","2511"
"LD-1149-PI","0","3030","3030"
"LD-1149-RO","0","3030","3030"
"1TONLOM069849","0","2511","2511"
"LD-1149-TU","0","2727","2727"
"LD-1149-VEPI","0","2511","2511"
"1TONLOM06887E","0","6246","6246"
"LD-1156-BE","0","6786","6786"
"1TONLOM00007E","0","6246","6246"
"1TONLOM03027E","0","6246","6246"
"LD-1156-LI","0","6246","6246"
"07027E","0","6246","6246"
"LD-1156-ME","0","7540","7540"
"1TOMLOM0NGR7E","0","6246","6246"
"1TONLOM06857E","0","6246","6246"
"1TONLOM07007E","0","6246","6246"
"1TONLOM06987E","0","6246","6246"
"LD-1156-VEPI","0","6246","6246"
"1TONLOM0685PF","0","8352","8352"
"LD-1164-BE","0","8352","8352"
"LD-1164-BL","0","10085","10085"
"LD-1164-ME","0","10085","10085"
"1TONLOM0NGR9F","0","8352","8352"
"LD-1164-OR","0","9077","9077"
"LD-1164-PARO","0","8352","8352"
"1TONLOM06989F","0","8352","8352"
"LD-1164-VEPI","0","10085","10085"
"2022020909-BL","0","1870","1870"
"2022020909-MC","0","2536","2536"
"2022020909-PI","0","1870","1870"
"20201026-BL","0","4131","4131"
"20201026-PI","0","4131","4131"
"20201021-BL","0","1139","1139"
"TH-320V","17237","17237","17237"
"TH-700VR","0","31926","31926"
"TH-410VI","25540","25540","25540"
"TH-300PB","0","22347","22347"
"TH-501V","0","28733","28733"
"TH-510V","0","31926","31926"
"20201049-WH","0","10509","10509"
"20200101-WH","2033","2033","2033"
"20200506-WH","0","4541","4541"
"20526-MAT","0","23024","23024"
"21963-MAT","0","21206","21206"
"20220208-BK","0","5891","5891"
"20220208-BL","0","5891","5891"
"2022020907-BK","0","5332","5332"
"2022020907-BL","5211","5211","5211"
"2022020907-GY","0","5211","5211"
"2022020907-PI","0","5211","5211"
"2022033016-MC","0","4526","4526"
"10101054-BK","0","3633","3633"
"10101054-BL","0","3633","3633"
"10101054-LEO","0","3633","3633"
"10101054-PI","0","3633","3633"
"10101054-RE","0","3633","3633"
"10101054-LB","0","3889","3889"
"2022033014-MC","0","5698","5698"
"2022020905-BKW","0","1124","1124"
"2022020905-BL","0","1175","1175"
"2022020905-MC","0","1211","1211"
"2022020905-FBL","0","1175","1175"
"2022020905-FSB","0","1373","1373"
"2022020905-LE","0","1175","1175"
"2022020905-SWH","0","1411","1411"
"LN-9.5M","0","4500","4500"
"LS-CA6M","0","9453","9453"
"LS-G21M","0","6000","6000"
"LS-L5M","6000","6000","6000"
"LS-MA4M","0","6000","6000"
"20200116-WH","0","643","643"
"MA-1845-WH","0","9990","9990"
"MA-1845-GY","0","0","0"
"CABB142272","0","7490","7490"
"CABB142273","0","7490","7490"
"CBMFCR1822","0","6690","6690"
"CBMFFR1851","6690","6690","6690"
"CBMEME1810","0","6690","6690"
"CBMBME1810","0","6690","6690"
"CBMEPO1822","0","6690","6690"
"CBMBPO1801","0","6690","6690"
"CBMBRS1850","0","6690","6690"
"CBMBRS1810","0","6690","6690"
"CBSBB18180","0","5990","5990"
"CBSHB18180","0","5990","5990"
"CBSLT18180","0","5990","5990"
"CBSPE18180","0","5990","5990"
"CBSPB18180","0","5990","5990"
"CBSPR18180","0","5990","5990"
"CBSPT18180","0","5990","5990"
"MA-873","0","8390","8390"
"MA-1091","0","7460","7460"
"MA-1391","0","7190","7190"
"MA-1092","0","6990","6990"
"MA-855","0","10490","10490"
"76435457444124","17990","17990","17990"
"CSB8142554","0","9500","9500"
"CSB8142552","0","9500","9500"
"CSB8142510","0","12690","12690"
"CSB8142529","0","12690","12690"
"MA-871-BK","0","12690","12690"
"MA-871-CRE","0","0","0"
"MA-871-MO","0","12690","12690"
"CANV142272","0","6390","6390"
"CANV142222","0","6390","6390"
"CANV142219","0","6390","6390"
"CANV142246","0","6390","6390"
"CANV142234","0","6390","6390"
"CANV142229","0","6390","6390"
"CANV142237","0","6390","6390"
"CANV142203","0","6390","6390"
"CANV142227","0","6390","6390"
"CAES142272","0","9490","9490"
"CAES142222","0","9490","9490"
"CAES142270","0","9490","9490"
"CAES142210","0","9490","9490"
"CAES142229","0","9490","9490"
"CSBM142522","0","12690","12690"
"CSBM142570","0","12690","12690"
"CSBM142510","0","0","0"
"CSBM142501","0","0","0"
"76435413679865","0","9500","9500"
"76435440283129","0","9500","9500"
"JSBBB20P22","0","10500","10500"
"JSBCR15P51","0","8590","8590"
"JSBCR20P51","0","10500","10500"
"JSBLN15P67","0","8590","8590"
"JSBLN20P67","0","10500","10500"
"JSBON15P22","0","8590","8590"
"JSBON20P22","0","10500","10500"
"JSBRM20P29","0","10500","10500"
"05072023-VCL","0","4790","4790"
"MA-1980","0","4790","4790"
"JTFLOREN51","0","5990","5990"
"JTFLOREN03","0","5990","5990"
"JTFLOREN10","0","5990","5990"
"JTFLOREN29","0","5990","5990"
"JTFLOREN36","0","5990","5990"
"MPVCCURC29","0","2990","2990"
"MPVCCURE29","0","3290","3290"
"MPVCFLRC51","0","2990","2990"
"MPVCFLRE51","0","3290","3290"
"MPVCRORC43","0","2990","2990"
"MPVCRORE43","0","3290","3290"
"76435462238791","17990","17990","17990"
"76435457444124","0","0","0"
"77981296195733","16990","16990","16990"
"77981304684432","16990","16990","16990"
"77981312869721","16990","16990","16990"
"77981293439252","16990","16990","16990"
"MA-2019","0","5990","5990"
"MA-1450","0","5990","5990"
"21022024","0","5990","5990"
"10101065-BL","4113","4113","4113"
"10101066-FB","0","8403","8403"
"10101066-HW","0","8403","8403"
"10101066-LU","0","8403","8403"
"10101066-DB","0","8403","8403"
"826135","0","6555","6555"
"826141","0","6555","6555"
"826140","0","6555","6555"
"826139","0","6555","6555"
"826138","0","6555","6555"
"826115","0","7125","7125"
"826113","0","7125","7125"
"826112","0","7125","7125"
"20191270-BG","0","6453","6453"
"20191270-BL","0","6453","6453"
"20191273-BG","0","4113","4113"
"20191273-DGY","0","4113","4113"
"20191273-GY","0","4113","4113"
"10101069-TU","0","3303","3303"
"10101069-GY","0","3303","3303"
"10101068-CAT","0","4653","4653"
"20201031-BL","4114","4114","4114"
"20201031-VE","0","4114","4114"
"20201031-OR","7322","7322","7322"
